id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
457114,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1sc(N)c(C#N)c1C,Nc1nc2ccc(Cl)cc2o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(Cl)cc3o2)nc(Nc2sc(C)c(C)c2C#N)n1,HSA,0
614157,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCNC(=O)c1ccccc1F,CS(=O)(=O)CC1(CN)CCOCC1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccccc2F)nc(NCC2(CS(C)(=O)=O)CCOCC2)n1,BRD4,0
322983,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CSCc1nnc(CN)[nH]1.Cl,Cc1cc(CN)c(C)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(CSC)[nH]2)nc(NCc2cc(C)oc2C)n1,BRD4,0
597422,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCCCN1C(=O)c2ccccc2C1=O,Nc1nccc(=O)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2C(=O)c3ccccc3C2=O)nc(Nc2nccc(=O)[nH]2)n1,sEH,0
318448,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CS(=O)CC(O)CN.Cl,NCc1ccc(NC(=O)c2ccco2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(NC(=O)c3ccco3)cc2)nc(NCC(O)CS(C)=O)n1,HSA,0
156257,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CCN(CCN)CC1,Cl.NCC1CCCC2(CCC2)C1O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCN(C)CC2)nc(NCC2CCCC3(CCC3)C2O)n1,sEH,0
916850,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(F)cn1,COC1(OC)CC(CN)C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(OC)(OC)C2)nc(Nc2ccc(F)cn2)n1,sEH,0
753495,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1CCC(C(F)F)CC1,CCSc1ccc(CN)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(SCC)cc2)nc(NCC2CCC(C(F)F)CC2)n1,BRD4,0
468329,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC1CCN(CC(F)F)CC1,COC(=O)c1sc(C)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCN(CC(F)F)CC2)nc(Nc2cc(C)sc2C(=O)OC)n1,sEH,0
499838,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1ccc2ccccc2n1,Cc1cc2cc(CN)ccc2[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCc2ccc3ccccc3n2)n1,sEH,1
855772,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(Cl)c([N+](=O)[O-])cn1,COc1nc(C)nc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)c([N+](=O)[O-])cn2)nc(Nc2nc(C)nc(OC)n2)n1,HSA,0
842902,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1c2c(cc3c1CCC3)CCC2,Nc1nc[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc[nH]n2)nc(Nc2c3c(cc4c2CCC4)CCC3)n1,HSA,0
945330,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc([N+](=O)[O-])c(F)c1,Nc1ccnc(-c2ccccc2)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccnc(-c3ccccc3)c2)nc(Nc2ccc([N+](=O)[O-])c(F)c2)n1,BRD4,0
181827,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(N)ccc1F,Cc1ccc(O)c(CN)n1.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2O)nc(Nc2ccc(F)c(C(=O)OC)c2)n1,BRD4,1
952249,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2c(c1)C(=O)CCC2,Cc1nncn1CCCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCn2cnnc2C)nc(Nc2ccc3c(c2)C(=O)CCC3)n1,HSA,0
1040582,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1nc(C2CC2)cs1,Cl.NCC1CCC2(CCC2)CO1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC3(CCC3)CO2)nc(Nc2nc(C3CC3)cs2)n1,sEH,0
702675,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,N#Cc1c(N)sc2c1CCCC2,Nc1ccc2nsnc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3nsnc3c2)nc(Nc2sc3c(c2C#N)CCCC3)n1,BRD4,0
712354,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,N#Cc1ccc(N)cc1C(F)(F)F,CC(C)CC(C)(CN)NC(=O)c1cc(Cl)c(Cl)[nH]1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)nc(Nc2ccc(C#N)c(C(F)(F)F)c2)n1,HSA,0
1047206,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1nc(Cl)ncc1Cl,NCC1CC2(CC2)CO1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC3(CC3)CO2)nc(Nc2nc(Cl)ncc2Cl)n1,sEH,0
517593,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1nc2cnccc2s1,Cc1cc(N)ncc1[N+](=O)[O-],C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3cnccc3s2)nc(Nc2cc(C)c([N+](=O)[O-])cn2)n1,BRD4,0
556732,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCC1(O)C2C3CC4C5C3CC2C5C41,Nc1ccc2c(c1)CNC2=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(O)C3C4CC5C6C4CC3C6C52)nc(Nc2ccc3c(c2)CNC3=O)n1,HSA,0
120717,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCOCCCN,Cl.NCCCCN1C(=O)c2ccccc2C1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2C(=O)c3ccccc3C2=O)nc(NCCCOCC)n1,BRD4,0
1006037,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cccnc1[N+](=O)[O-],Cl.NCC1CC2CC1C1CC21,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC3CC2C2CC32)nc(Nc2cccnc2[N+](=O)[O-])n1,sEH,0
969095,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2cn[nH]c2c1,C#CCOc1ccc(CN)cc1.Cl,C#CCOc1ccc(CNc2nc(Nc3ccc4cn[nH]c4c3)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,sEH,0
896070,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(Cl)c(C(F)(F)F)c1,Nc1ccc2nccnc2c1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc(Nc2ccc3nccnc3c2Br)n1,BRD4,0
698372,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cn1nccc1CN1C[C@@H](F)C[C@H]1CN,Cc1cc(CN)c(C)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)oc2C)nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)n1,sEH,0
438199,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1nc(N)ccc1[N+](=O)[O-],Cc1nc(Cl)c(N)c(Cl)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc([N+](=O)[O-])c(C)n2)nc(Nc2c(Cl)nc(C)nc2Cl)n1,HSA,0
490690,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NC[C@@H]1CCO[C@H]1c1cn[nH]c1,NCc1cc(C(F)F)on1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NC[C@@H]2CCO[C@H]2c2cn[nH]c2)n1,HSA,1
599609,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCCN1C(=O)CCC1=O,Nc1cccc(CN2CCCCC2)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCN2C(=O)CCC2=O)nc(Nc2cccc(CN3CCCCC3)c2)n1,sEH,0
741977,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1(O)CC1,Cl.Cl.NCCc1nnc2c(=O)[nH]ccn12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC2(O)CC2)n1,sEH,0
1011437,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccncc1Cl,CCOC(=O)c1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccncc2Cl)nc(Nc2n[nH]cc2C(=O)OCC)n1,sEH,1
652226,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cccc2cc[nH]c12,Cn1c(=O)cc(N)[nH]c1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc3cc[nH]c23)nc(Nc2cc(=O)n(C)c(=O)[nH]2)n1,sEH,0
877641,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(N2CCNCC2)ccc1[N+](=O)[O-],CC(CN)Sc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Sc2ccccc2)nc(Nc2cc(N3CCNCC3)ccc2[N+](=O)[O-])n1,BRD4,1
204845,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1scnc1N,Nc1nc(NCc2ccc(F)cc2)ccc1[N+](=O)[O-],C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])nc(Nc2ncsc2C(=O)OC)n1,sEH,0
163994,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CCO[C@@H](CN)[C@@H]1c1cnn(C)c1,N#Cc1ccc2nc(N)sc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2OCCN(C)[C@H]2c2cnn(C)c2)nc(Nc2nc3ccc(C#N)cc3s2)n1,sEH,0
134140,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCSCCN.Cl,CC1(C)CCOC1CCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSCC)nc(NCCC2OCCC2(C)C)n1,HSA,0
391339,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccc(Cl)c(N)c1,Cl.NCc1cc(Br)no1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(Nc2cc(C)ccc2Cl)n1,HSA,0
495185,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1cc2n(n1)CCCO2,Cl.NCCC1CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CC2)nc(NCc2cc3n(n2)CCCO3)n1,sEH,0
645453,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cc2ccccc2[nH]c1=O,NCc1nc2c(s1)CCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(s2)CCCC3)nc(NCc2cc3ccccc3[nH]c2=O)n1,BRD4,0
1005668,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cccnc1[N+](=O)[O-],Cc1ccc(CN)nc1C.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)c(C)n2)nc(Nc2cccnc2[N+](=O)[O-])n1,sEH,0
107225,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCOC(=O)c1cnc(N)cn1,CC(CN)S(C)=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2cnc(C(=O)OCC)cn2)n1,sEH,0
685605,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Nc1ncns1,Nc1nc2c(s1)CCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ncns2)nc(Nc2nc3c(s2)CCCC3)n1,BRD4,0
934493,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(O)cn1,C=C(Cl)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(O)cn2)n1,sEH,0
270154,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(N)cc1[N+](=O)[O-],CC(C)(C#N)c1ccc(N)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)(C)C#N)cc2)nc(Nc2ccc(OC)c([N+](=O)[O-])c2)n1,HSA,0
171933,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CNC(=O)c1ccc(N)cc1F,Nc1nccc(=O)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)NC)c(F)c2)nc(Nc2nccc(=O)[nH]2)n1,BRD4,1
634681,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCn1cnnn1,Nc1cnc(Cl)c(Cl)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnnn2)nc(Nc2cnc(Cl)c(Cl)c2)n1,HSA,0
934883,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(O)cn1,COC(=O)c1cnc(N)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)cn2)nc(Nc2cnc(C(=O)OC)cn2)n1,sEH,0
249832,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cc(F)ccc1N,Cc1sc(N)c(C#N)c1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)cc2OC)nc(Nc2sc(C)c(C)c2C#N)n1,HSA,0
458072,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.Cn1ccnc1Cn1c(CCCN)nc2c1CCCC2,Nc1cnccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCc2nc3c(n2Cc2nccn2C)CCCC3)nc(Nc2cnccn2)n1,sEH,0
304383,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ncccc1N,CCOC(=O)c1cc(N)[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C(=O)OCC)n[nH]2)nc(Nc2cccnc2OC)n1,BRD4,0
61358,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(N)(=O)=O.Cl,Cc1nnc(N)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(N)(=O)=O)nc(Nc2nnc(C)o2)n1,sEH,0
484960,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCCn1cc(C2CC2)nn1,NCC1(c2ccc(Cl)cc2Cl)CCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cc(C3CC3)nn2)nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)n1,HSA,0
901760,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(Cl)nc1,Cl.NCC(=O)NC1CCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NC2CCC2)nc(Nc2ccc(Cl)nc2)n1,sEH,0
427364,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cnc(N)cn1,CCn1cc(N)c(C)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(C)cn2)nc(Nc2cn(CC)nc2C)n1,sEH,0
179142,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(N)ccc1C,Cl.NCC(F)(F)CC1CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(F)(F)CC2CC2)nc(Nc2ccc(C)c(C(=O)OC)c2)n1,BRD4,0
32038,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CS(=O)(=O)Nc1ccc(-c2csc(N)n2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,HSA,0
766262,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCCC1CSC1,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CSC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,sEH,1
339627,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1c([C@@H]2[C@@H](CN)CC(=O)N2C)cnn1C,NCC1CCN(c2ccncc2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCN(c3ccncc3)CC2)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,BRD4,0
806496,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cc(=O)c(O)co1,NCCC(=O)N1CCN(c2ccccn2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)N2CCN(c3ccccn3)CC2)nc(NCc2cc(=O)c(O)co2)n1,BRD4,0
813460,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cccc(C(F)(F)F)n1,CC(C)(CN)CCS(C)(=O)=O.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc(C(F)(F)F)n2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,HSA,0
89831,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC1CN(c2cc(CN)ccn2)CCO1,Nc1cc(F)cc(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccnc(N3CCOC(C)C3)c2)nc(Nc2cc(F)cc(F)c2)n1,sEH,0
174310,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(F)c(F)cc1N,Cl.Cl.NCC1(c2ccncc2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(c3ccncc3)CC2)nc(Nc2cc(F)c(F)cc2C(=O)OC)n1,HSA,0
177565,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(N)cc(O)c1,NCC1(CO)CCOC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(CO)CCOC2)nc(Nc2cc(O)cc(C(=O)OC)c2)n1,HSA,0
591125,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCC1CCCC1(F)F,Cl.NCc1cc(F)c(Cl)cc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CCCC2(F)F)nc(NCc2cc(F)c(Cl)cc2F)n1,sEH,0
450818,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1nncn1CCCN.Cl,CC(CN)Cn1cccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCn2cnnc2C)nc(NCC(C)Cn2cccn2)n1,sEH,0
851039,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(C(F)(F)F)cnc1Cl,Nc1cccc(OCc2ccccc2)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(OCc3ccccc3)c2)nc(Nc2cc(C(F)(F)F)cnc2Cl)n1,sEH,0
52430,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CCN)S(C)=O,N#Cc1cnc2c(C#N)cnn2c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2c(C#N)cnc3c(C#N)cnn23)n1,sEH,0
473998,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC=Cc1cccnc1,N#Cc1cnc2c(C#N)cnn2c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC=Cc2cccnc2)nc(Nc2c(C#N)cnc3c(C#N)cnn23)n1,HSA,1
743214,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1(O)CCCC1,Cc1ccsc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2sccc2C)nc(NCC2(O)CCCC2)n1,BRD4,0
843688,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1c2ccccc2nc2ccccc12,Cc1cnc(Cl)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)ncc2C)nc(Nc2c3ccccc3nc3ccccc23)n1,HSA,0
151652,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CC2(CCC1CN)CC2.Cl.Cl,Nc1cc(=O)[nH]c(=S)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC3(CC3)CN2C)nc(Nc2cc(=O)[nH]c(=S)[nH]2)n1,sEH,0
687544,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cn1cc(C2(CN)CCCO2)cn1,Cl.NCc1nnc2c(=O)[nH]ccn12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc3c(=O)[nH]ccn23)nc(NCC2(c3cnn(C)c3)CCCO2)n1,HSA,0
442676,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1nccn1-c1ncccc1CN,CCOC(=O)c1cccnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccnc2-n2ccnc2C)nc(Nc2ncccc2C(=O)OCC)n1,sEH,0
1018782,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cnc(Br)cn1,Cl.NCc1ccsc1C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccsc2C(F)(F)F)nc(Nc2cnc(Br)cn2)n1,BRD4,0
175295,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(F)c(F)cc1N,Nc1ccc(F)cc1CO,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)cc2CO)nc(Nc2cc(F)c(F)cc2C(=O)OC)n1,sEH,0
472318,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC1CCNC(=O)C1,Nc1cnc(Cl)nc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCNC(=O)C2)nc(Nc2cnc(Cl)nc2)n1,HSA,0
154210,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CCN(C(=O)CN)CC1,N#Cc1ccc(N)cc1C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N2CCN(C)CC2)nc(Nc2ccc(C#N)c(C(F)(F)F)c2)n1,HSA,0
952566,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2c(c1)C(=O)CCC2,NCc1ccc(Oc2cccnc2)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(Oc3cccnc3)c(F)c2)nc(Nc2ccc3c(c2)C(=O)CCC3)n1,BRD4,0
652555,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cccc2cc[nH]c12,Nc1nc(=O)[nH]cc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc3cc[nH]c23)nc(Nc2nc(=O)[nH]cc2Br)n1,HSA,0
120120,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCOCCCN,COc1ccc2nc(N)sc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCC)nc(Nc2nc3ccc(OC)cc3s2)n1,BRD4,0
589377,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCC1CC2(CCC2)CO1,Nc1cc[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CC3(CCC3)CO2)nc(Nc2cc[nH]n2)n1,BRD4,0
854805,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(Cl)c(O)c(Cl)c1,Cl.Cl.NCc1nc2c(s1)CCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(s2)CCC3)nc(Nc2cc(Cl)c(O)c(Cl)c2)n1,BRD4,1
